7,Ehizibue,13,1460.46,1957.32,1973.97,1982.88,4,1,2000
8,Hector,13,422.085,2025.36,1992,1982.33,17,1.23529,2000
9,Hoger,13,1981.02,1981.02,1981.02,1981.02,0,0,2000
10,Horn,13,1998.45,710.009,710.009,710.009,12,0,2000
11,Horn,13,1781.76,1958.67,1966.64,1971.08,3,1,2000
12,Huebers,13,749.173,1966.63,1936.81,1915.84,9,1,2000
13,Jakobs,13,1814.38,2030.97,2021.29,2015.1,1,1,2000
14,Kainz,13,351.015,2042.81,2061.62,2036.52,18,2.11112,2000
15,Kilian,13,858.141,1998.27,1986.07,1975.94,8,1,2000
16,Limnios,13,1987.19,1987.19,1987.19,1987.19,0,0,2000
17,Ljubicic,13,644.619,2035.96,2063.42,2050.61,11,2.18183,2000
18,Meyer,13,1976.46,1976.46,1976.46,1976.46,0,0,2000
19,Modeste,13,385.872,2016.04,2032.51,2050.28,16,3,2000
20,Ozcan,13,705.065,2012.21,2027.99,2012.21,10,2,2000
21,Perez,13,1185.93,1984.45,1986.19,1985.48,5,1,2000
22,Schaub,13,1321.68,2019.62,2031.03,2019.62,4,2,2000
23,Schindler,13,1725.89,1917.06,1915.98,1915,1,1,2000
24,Schmitz,13,421.758,2039.49,2013.96,1993.35,16,1,2000
25,Schwaebe,13,2033.14,872.981,872.981,872.981,8,0,2000
26,Skhiri,13,717.32,2015.41,2029.05,2016,12,1.91667,2000
27,Thielmann,13,1191.27,2011.25,2022.84,2013.41,5,2.2,2000
28,Uth,13,627.641,1967.3,1992.62,2020.37,11,2.63635,2000
29,Zieler,13,1990.85,1990.85,1990.85,1990.85,0,0,2000
